"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Donovan";"Mellow yellow";"Bleak city woman";"1966";"EPIC";1739267935;1739268077;"https://www.deezer.com/track/14926551";;
"Carl Holmes";"Evolution";"Black bag";"1974";"LUV N HAIGHT";1739268076;1739268230;;;
"Dyke & The Blazers";"We got more soul / Phoenix / Hollywood";"It's your thing";"1969";"BGPR";1739268228;1739268378;"https://www.deezer.com/track/1408753282";;
"Amy Winehouse";"Lioness: Hidden treasures";"Will you still love me tomorrow ?";"2011";"UNIVERSAL MUSIC (LABEL & DISTRIBUTEUR)";1739268375;1739268636;;;
"Eddie Chacon";"Laylow";"If i ever let you go";"2025";"STONES THROW RECORDS";1739268634;1739268904;"https://www.deezer.com/track/3001457681";"https://open.spotify.com/track/5oS7LlAElgc3pwWxPdA2bu";"https://music.apple.com/fr/album/if-i-ever-let-you-go/1769275254?i=1769275462&uo=4"
"Pad Deaf";"Bleu";"Abyss (interlude)";"2024";"KRISPY RECORDS";1739268883;1739269013;;;
"Marmaduke";"ceux qui savent s’observer eux même";"Opéra";"2024";"6.52REC";1739269012;1739269202;"https://www.deezer.com/track/2826490432";"https://open.spotify.com/track/5ykB1JyQ0TXSFFnHIjrpOq";"https://music.apple.com/fr/album/opera/1749487660?i=1749487988&uo=4"
"Orchestre Philharmonique De Bruxelles";"BOF / Marguerite";"Norma : Casta diva (Acte I Sc 4) Air de Norma et choeur";"2015";"BORIGINAL";1739269196;1739269434;;;
"Screamin Jay Hawkins";"The best of screamin' jay hawkins";"Constipation blues";"1969";"MEDIA 7";1739269432;1739269703;"https://www.deezer.com/track/10658086";;
"Henry Mancini";"BOF/Hatari";"Baby Elephant Walk";"1962";"RCA";1739269701;1739269862;"https://www.deezer.com/track/115236640";"https://open.spotify.com/track/0eaDPjRdYhDoRWQfsoc1em";"https://music.apple.com/fr/album/baby-elephant-walk/254639870?i=254639968&uo=4"
"Frances Faye";"Caught in the act";"The man I love";"1959";"GENE NORMAN";1739269858;1739270114;"https://www.deezer.com/track/12398170";;"https://music.apple.com/fr/album/the-man-i-love/6039574?i=6039054&uo=4"
"The Bas Lexter Ensample";"My baby wants to move";"Celias baile";"2011";"DEJA - TUNES";1739270111;1739270350;"https://www.deezer.com/track/12571979";"https://open.spotify.com/track/0aU1lxu50U13kpWiPebUce";"https://music.apple.com/fr/album/celias-baile/441629686?i=441629700&uo=4"
"Delinquent Habits";"Merry go round";"Beijing";"2001";"STATION 13";1739270349;1739270602;"https://www.deezer.com/track/630421342";"https://open.spotify.com/track/3kqKLMYBomXaDqUEggblkE";"https://music.apple.com/fr/album/beijing/1469574486?i=1469575366&uo=4"
"Jimi Tenor";"Summer of synesthesia";"Summer of synesthesia";"2025";"TIMMION RECORDS";1739270599;1739270882;"https://www.deezer.com/track/3092279791";"https://open.spotify.com/track/5wew02slQckjiz7OcDeAzg";
"The Soundcarriers";"Celeste";"Broken sleep";"2010";"MELODIC";1739270877;1739271078;"https://www.deezer.com/track/537317982";"https://open.spotify.com/track/5iYqsmedUK45KKxaSXOgXY";"https://music.apple.com/fr/album/broken-sleep/1422414477?i=1422414573&uo=4"
"David Bowie";"Ziggy Stardust (remast)";"Five years";"1972";"EMI";1739271063;1739271344;"https://www.deezer.com/track/113245844";;
